hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
1447,Bhagwan Regency,Hotel,0,0,0,0,10,Simple Room,,Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone|Mirror|Dustbins,Doctor on Call|Front Desk|Parking Facility|Room Service|Public Restrooms,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,,28.8386481,78.7733286,"Hotel, Moradabad Ho, Moradabad - 244001",Budh Bazaar,Moradabad,Uttar Pradesh,5053,30
1448,Casa Sumanjo,Guest House,0,68,19,4.6,3,Deluxe AC Room,,Air Conditioning | Hot / Cold Running Water|TV|Attached Bathroom,,,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Calangute Beach|Calangute Area|Baga Beach|Calangute Bus Stand|North Goa|Candolim Beach,15.5350821,73.7608402,"H.No.1/200B/1 Calangute Gaura-Vaddo, Near St. Anthony's Chapel, Empire Beach Resort Road, Bardez Goa.",Calangute Area,Goa,Goa,7449,27
1449,Central Gleneagles Heritage Resort,Resort,4,84,39,4.3,8,Suite Room,22.6 X 14.3 Sq.ft.,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Reading Lamps|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Premium Amenities / Toiletries|Moisturiser|Fruit Basket|Hill View from all Rooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |TV|Room Heater|Mirror|Custom Duvets / Linen|Attached Bathroom|Closet|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Dustbins|Extra Toilteries on Demand|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Western Toilet Seat",Airport Transfer Available / Surcharge|Concierge|Doctor on Call|Dry Cleaning|Games Zone|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Front Desk|Multi Cuisine Restaurant |Secretarial Services|Table Tennis|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Dance Performances (on demand)|Catering|Multi Lingual Staff|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Fire Place Available |Picnic Area|Nature Walk|Horse Ride ( Chargeable ) |In House Events |Extra Person / Child - Share the same room|Car Rental|Kids Play Zone|Taxi Services|Board Room|Campfire / Bon Fire|Rooftop Garden|Food Facility|Internet Access Free|Newspapers In Lobby|Children's Park|Family Room|Room Service (24 Hours)|Spa Services Nearby|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|RO Water Purification System|Internet Access|Restaurant|Room Service|Recreation Zone|CCTV|Full Time Operation for All 7 Days|Porter Services Available|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites,Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Mahakal Temple|Mall Road|Capital Market|Darjeeling Station|Bhutia Busty Monastery|Himalayan Mountaineering Institute,27.0467571,88.2686511,"THE MALL, Near Pe ko  Tip Cottage.",Mall Road,Darjeeling,West Bengal,3163,29
1450,Boss Classic Inn,Hotel,1,0,0,0,5,A.C Room,,Room Service |Air Conditioning |Housekeeping|Dustbins|Extra Toilteries on Demand,Doctor on Call|Parking Facilities Available|Front Desk|Fire Safety|Fire Exit Signs,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Bus Stand,9.4807463,77.8081363,359 Virushu Nagar Road JA Boss Kanchana Kalyanamandapam Thiruthangal,Bus Stand,Sivakasi,Tamil Nadu,6720,18
1451,CHAS Sanderling Hotel,Hotel,0,0,0,0,22,Deluxe Room,19 X 11 Sq.ft.,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Cribs Available|Wardrobe|Sofa Table / Extra Seats |TV|Mirror|Work Station|Dressing Area|Luggage Rack|Attached Bathroom|Bedside Table|Clothes Hook in Bathroom|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Extra Toilteries on Demand|Ice Bucket on Demand|In-Room Safe|Room Door Fitted with Lock and Key|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Western Toilet Seat","Airport Transfer Available / Surcharge|Currency Exchange|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Food Facility|Internet Access Free|Family Room|Air / Rail Booking|Baggage Room|Internet Access|Restaurant|Room Service|CCTV|First-Aid Kit at Front Desk|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Suites",Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Chowrasta|Capital Market|Bhutia Busty Monastery,27.04216314,88.26599836,H D LAMA ROAD,Chowrasta,Darjeeling,West Bengal,7575,2
1452,Camp 3 Blind Mice,Tent,0,66,18,2.9,72,Swiss Luxury Camps,,,Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,Room Service,The standard check-in time is 10:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly no show no refund,Triveni Ghat|Rishikesh Railway Station|Rishikesh Badrinath Road,30.0869281,78.2676116,kalthari village opposite reveria,Rishikesh Badrinath Road,Rishikesh,Uttarakhand,6376,9
1453,Charminar Guest house,Hotel,1,0,0,0,1,STANDARD AC ROOM,,Room Service,,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Silathoranam|Main Town,13.6739092,79.3511379,"218, T P Area, T.p.area, Tirupati - 517501, Opp R T C Bus Stand",Main Town,Tirupati,Andhra Pradesh,2311,4
1454,Biraj International Hotel,Hotel,0,0,0,0,6,Standard Room,,Room Service |Housekeeping|Mirror|Daily Room Cleaning|Dustbins,Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Parking Facility|Room Service|Public Restrooms,Room Service|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Alchohal strictly prohibited in hotel campus.  2. We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Bhatta Bazar,25.7669837,87.4863957,"Chitravani Road, Purnea, Bhatta Bazar, Purnea, Bihar 854301",Bhatta Bazar,Purnia,Bihar,6715,7
1455,CHIGURU HOMESTAY,Homestay,0,0,0,0,3,deluxe room,67 X 15 Sq.ft.,"Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Wardrobe|TV|Mirror|Attached Bathroom|Bathtub|Bedside Table|Clothes Hook in Bathroom|Complete Bedding|Curtains/Shades|Dustbins",Doctor on Call|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|24 Hour Front Desk|Nature Walk|Veranda|Family Room|Room Service (24 Hours)|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,Room Service,The standard check-in time is 11:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances),Somwarpet,12.3374942,75.8069082,"Kumaralli Post, Shanthalli Hobli,Somwarpet Taluk,Kodagu Coorg",Somwarpet,Coorg,Karnataka,7228,30
1456,Cherry Ripe Houseboat,Houseboat,0,0,0,0,17,Super Deluxe Room,,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Clothes Dryer|Refrigerator|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting|Telephone in Toilet|Western Toilet Seat|Breakfast chargeable",Doctor on Call|Lobby|Secretarial Services|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Gardens|Family Room|Room Service (24 Hours)|RO Water Purification System|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Dal Lake|Mughal Gardens|Dal Lake Area,34.1105857,74.8682569,"Dal lake, Srinagar",Dal Lake Area,Srinagar,Jammu and Kashmir,12545,23
1457,Casa La vie,Hotel,2,84,149,4.3,6,Deluxe Room,16 X 16 Sq.ft.,"Room Service |Air Conditioning |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Wardrobe|Split A.C's|TV|Mirror|Custom Duvets / Linen|Mini Refrigerator|Attached Bathroom|Clothes Hook in Bathroom|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Room with Window/Ventilation|Rooms with Attached Bathrooms","Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Village Visit ( Chargeable )|Car Rental|Taxi Services|Newspapers In Lobby|Parking (Surcharge)|Guide / Sightseeing Service|Internet Access|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms",Room Service|Internet Access,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.",Calangute Bus Stand|Candolim Beach|Calangute Area|North Goa,15.529719,73.76657477,"Gaura vaddo(east), Calangute-Candolim road, Opp to Jamvleshwar Temple , Calangute Beach Bardez, Goa",Calangute Area,Goa,Goa,9637,20
